fecha,temp,hum,presion,dir,vel,nub,situacion
2019-04-01 00:00:00,20.1,85.0,1016.3,E,14.8,6,Nuboso
2019-04-01 01:00:00,19.2,93.0,1016.7,E,9.4,4,Nubes dispersas
2019-04-01 02:00:00,18.5,95.0,1016.7,E,3.6,0,Despejado
2019-04-01 03:00:00,15.2,96.0,1016.7,S,5.4,0,"Despejado, neblina"
2019-04-01 04:00:00,16.2,95.0,1016.3,E,7.6,4,"Nubes dispersas, neblina"
2019-04-01 05:00:00,16.0,96.0,1016.6,-,0.0,4,"Nubes dispersas, neblina"
2019-04-01 06:00:00,15.6,96.0,1015.8,-,0.0,5,"Nuboso, neblina"
2019-04-01 07:00:00,15.2,96.0,1015.2,E,5.4,7,"Nuboso, neblina"
2019-04-01 08:00:00,15.0,95.0,1014.9,SE,5.4,6,"Nuboso, neblina"
2019-04-01 09:00:00,13.6,98.0,1015.7,S,5.4,3,"Nubes dispersas, neblina"
2019-04-01 10:00:00,13.5,98.0,1016.1,E,5.4,5,"Nuboso, neblina"
2019-04-01 11:00:00,13.4,97.0,1016.6,E,7.6,4,"Nubes dispersas, niebla"
2019-04-01 12:00:00,17.2,98.0,1017.4,SE,1.8,4,"Nubes dispersas, niebla o niebla helada"
2019-04-01 13:00:00,20.4,73.0,1017.0,N,13.0,4,Nubes dispersas
2019-04-01 14:00:00,22.8,56.0,1016.5,N,16.6,1,Algunas nubes
2019-04-01 15:00:00,24.7,50.0,1016.0,N,14.8,1,Algunas nubes
2019-04-01 16:00:00,26.2,47.0,1015.6,N,18.4,1,Algunas nubes
2019-04-01 17:00:00,27.0,45.0,1014.6,N,22.3,1,Algunas nubes
2019-04-01 18:00:00,27.2,40.0,1013.8,N,20.5,1,Algunas nubes
2019-04-01 19:00:00,26.6,47.0,1013.5,N,18.4,4,Nubes dispersas
2019-04-01 20:00:00,27.0,48.0,1013.4,N,18.4,5,Nuboso
2019-04-01 21:00:00,25.2,58.0,1013.5,N,14.8,5,Nuboso
2019-04-01 22:00:00,21.0,77.0,1013.0,N,13.0,3,Nubes dispersas
2019-04-01 23:00:00,19.3,86.0,1013.2,N,11.2,2,Algunas nubes
2019-04-02 00:00:00,19.2,85.0,1012.7,N,11.1,2,Algunas nubes
2019-04-02 01:00:00,18.4,93.0,1013.0,N,7.6,1,Algunas nubes
2019-04-02 02:00:00,17.2,93.0,1012.8,-,0.0,0,Despejado
2019-04-02 03:00:00,16.7,95.0,1012.2,N,11.2,0,Despejado
2019-04-02 04:00:00,16.6,94.0,1011.7,,8.3,,
2019-04-02 05:00:00,16.5,93.0,1011.2,NW,5.4,0,Despejado
2019-04-02 06:00:00,16.8,91.0,1011.0,N,9.4,0,Despejado
2019-04-02 07:00:00,16.6,93.0,1010.3,N,9.4,1,Algunas nubes
2019-04-02 08:00:00,16.5,95.0,1010.2,NW,7.6,1,Algunas nubes
2019-04-02 09:00:00,16.5,95.0,1010.6,NW,7.6,2,Algunas nubes
2019-04-02 10:00:00,17.9,98.0,1010.7,NW,11.2,9,Niebla
2019-04-02 11:00:00,17.6,100.0,1010.9,NW,11.2,9,Niebla
2019-04-02 12:00:00,18.0,100.0,1010.6,N,11.2,9,Niebla
2019-04-02 13:00:00,19.6,100.0,1010.6,NW,13.0,9,Niebla
2019-04-02 14:00:00,20.8,96.0,1009.9,NW,13.0,8,"Cubierto, niebla o niebla helada"
2019-04-02 15:00:00,25.0,76.0,1009.8,NW,14.8,4,Nubes dispersas
2019-04-02 16:00:00,27.4,62.0,1009.4,NW,20.5,4,Nubes dispersas
2019-04-02 17:00:00,28.6,54.0,1007.8,W,22.3,4,Nubes dispersas
2019-04-02 18:00:00,28.6,51.0,1007.1,W,18.4,4,Nubes dispersas
2019-04-02 19:00:00,28.4,51.0,1007.5,W,18.4,7,Nuboso
2019-04-02 20:00:00,23.4,49.0,1008.8,S,37.1,3,Nubes dispersas
2019-04-02 21:00:00,22.0,56.0,1010.0,S,29.5,2,Algunas nubes
2019-04-02 22:00:00,20.0,52.0,1010.8,S,33.5,4,Nubes dispersas
2019-04-02 23:00:00,17.2,61.0,1012.3,S,24.1,1,Algunas nubes
2019-04-03 00:00:00,16.6,65.0,1012.9,S,27.7,0,Despejado
2019-04-03 01:00:00,14.4,77.0,1014.6,S,18.4,0,Despejado
2019-04-03 02:00:00,12.8,85.0,1014.8,S,9.4,0,Despejado
2019-04-03 03:00:00,11.4,88.0,1014.9,S,11.2,0,Despejado
2019-04-03 04:00:00,9.5,93.0,1014.9,S,11.2,0,Despejado
2019-04-03 05:00:00,9.0,96.0,1014.8,-,0.0,0,Despejado
2019-04-03 06:00:00,9.2,94.0,1014.9,SE,3.6,0,Despejado
2019-04-03 07:00:00,9.5,93.0,1014.9,S,9.4,0,Despejado
2019-04-03 08:00:00,9.8,93.0,1014.9,S,11.2,0,Despejado
2019-04-03 09:00:00,8.4,96.0,1015.0,S,13.0,0,Despejado
2019-04-03 10:00:00,7.8,94.0,1015.0,S,14.8,0,Despejado
2019-04-03 11:00:00,8.0,92.0,1015.7,S,11.2,0,Despejado
2019-04-03 12:00:00,11.9,86.0,1015.3,S,5.4,1,Algunas nubes
2019-04-03 13:00:00,15.6,60.0,1015.3,NE,7.6,1,Algunas nubes
2019-04-03 14:00:00,17.6,41.0,1014.6,E,13.0,1,Algunas nubes
2019-04-03 15:00:00,19.6,33.0,1013.7,N,11.2,1,Algunas nubes
2019-04-03 16:00:00,20.7,30.0,1012.6,N,11.2,2,Algunas nubes
2019-04-03 17:00:00,21.8,28.0,1011.7,N,13.0,2,Algunas nubes
2019-04-03 18:00:00,22.6,26.0,1010.3,N,11.2,1,Algunas nubes
2019-04-03 19:00:00,22.7,26.0,1009.4,N,14.8,0,Despejado
2019-04-03 20:00:00,22.0,30.0,1008.2,N,20.5,0,Despejado
2019-04-03 21:00:00,20.8,42.0,1007.4,N,11.2,0,Despejado
2019-04-03 22:00:00,17.8,53.0,1007.2,N,7.6,0,Despejado
2019-04-03 23:00:00,14.7,69.0,1007.1,NE,5.4,0,Despejado
2019-04-04 00:00:00,12.9,73.0,1007.1,-,0.0,0,Despejado
2019-04-04 01:00:00,10.6,80.0,1006.0,NE,5.4,0,Despejado
2019-04-04 02:00:00,10.6,80.0,1006.0,NE,5.4,0,Despejado
2019-04-04 03:00:00,11.5,79.0,1004.7,NE,13.0,0,Despejado
2019-04-04 04:00:00,10.8,94.0,1004.1,N,11.2,0,Despejado
2019-04-04 05:00:00,10.8,94.0,1003.8,N,9.4,0,Despejado
2019-04-04 06:00:00,9.4,100.0,1003.6,E,5.4,0,"Despejado, niebla"
2019-04-04 07:00:00,11.0,97.0,1001.9,E,3.6,0,"Despejado, niebla"
2019-04-04 08:00:00,11.9,100.0,1001.0,N,3.6,9,Niebla
2019-04-04 09:00:00,12.6,100.0,1000.9,N,7.6,9,Niebla
2019-04-04 10:00:00,13.2,98.0,1000.6,E,7.6,9,Niebla
2019-04-04 11:00:00,13.6,98.0,1000.1,SE,16.6,8,"Cubierto, tormenta"
2019-04-04 12:00:00,14.4,97.0,1001.1,S,14.8,8,"Cubierto, tormenta"
2019-04-04 13:00:00,14.8,98.0,1000.1,SE,14.8,8,"Cubierto, tormenta"
2019-04-04 14:00:00,14.9,98.0,1002.3,S,11.2,8,"Cubierto, tormenta"
2019-04-04 15:00:00,14.8,95.0,1002.8,S,9.4,8,"Cubierto, tormenta"
2019-04-04 16:00:00,15.2,94.0,1001.9,S,14.8,8,Cubierto
2019-04-04 17:00:00,15.6,91.0,1002.0,S,11.1,8,"Cubierto, llovizna"
2019-04-04 18:00:00,15.1,92.0,1003.5,S,20.5,8,"Cubierto, llovizna y lluvia"
2019-04-04 19:00:00,15.5,90.0,1004.3,SW,18.4,8,"Cubierto, lluvia"
2019-04-04 20:00:00,14.9,90.0,1005.5,S,27.7,7,Nuboso
2019-04-04 21:00:00,15.5,86.0,1005.6,S,25.9,5,Nuboso
2019-04-04 22:00:00,13.9,96.0,1006.3,S,20.5,2,Algunas nubes
2019-04-04 23:00:00,14.9,87.0,1007.5,S,24.1,1,Algunas nubes
2019-04-05 00:00:00,15.0,86.0,1009.1,S,18.4,3,Nubes dispersas
2019-04-05 01:00:00,14.0,90.0,1010.8,S,24.1,1,Algunas nubes
2019-04-05 02:00:00,13.2,95.0,1012.2,S,22.3,0,Despejado
2019-04-05 03:00:00,12.6,93.0,1012.6,S,20.5,0,Despejado
2019-04-05 04:00:00,12.0,92.0,1014.0,S,20.5,0,Despejado
2019-04-05 05:00:00,11.8,88.0,1014.5,S,20.5,0,Despejado
2019-04-05 06:00:00,11.4,87.0,1015.0,S,20.5,0,Despejado
2019-04-05 07:00:00,11.0,87.0,1015.5,S,24.1,0,Despejado
2019-04-05 08:00:00,10.8,87.0,1015.8,S,22.3,0,Despejado
2019-04-05 09:00:00,10.6,82.0,1015.9,S,22.3,0,Despejado
2019-04-05 10:00:00,10.2,82.0,1017.4,S,20.5,0,Despejado
2019-04-05 11:00:00,9.6,84.0,1017.7,S,22.3,0,Despejado
2019-04-05 12:00:00,11.3,76.0,1018.8,S,27.7,0,Despejado
2019-04-05 13:00:00,13.3,65.0,1020.6,S,22.3,0,Despejado
2019-04-05 14:00:00,15.1,55.0,1021.4,S,14.8,0,Despejado
2019-04-05 15:00:00,15.9,53.0,1021.7,S,14.8,0,Despejado
2019-04-05 16:00:00,17.2,47.0,1021.8,S,7.6,0,Despejado
2019-04-05 17:00:00,17.7,45.0,1021.6,SE,7.6,1,Algunas nubes
2019-04-05 18:00:00,18.6,42.0,1020.9,W,7.6,0,Despejado
2019-04-05 19:00:00,18.9,42.0,1020.6,SW,5.4,0,Despejado
2019-04-05 20:00:00,19.1,36.0,1020.2,W,3.6,0,Despejado
2019-04-05 21:00:00,18.2,47.0,1020.2,-,0.0,0,Despejado
2019-04-05 22:00:00,14.1,67.0,1020.7,-,0.0,0,Despejado
2019-04-05 23:00:00,11.4,80.0,1021.4,E,3.6,0,Despejado
2019-04-06 00:00:00,8.6,87.0,1021.6,-,0.0,0,Despejado
2019-04-06 01:00:00,7.7,87.0,1022.1,-,0.0,0,Despejado
2019-04-06 02:00:00,6.6,88.0,1022.2,-,0.0,0,Despejado
2019-04-06 03:00:00,6.6,89.0,1022.1,NE,3.6,0,Despejado
2019-04-06 04:00:00,7.1,89.0,1021.7,-,0.0,0,Despejado
2019-04-06 05:00:00,6.5,90.0,1021.8,E,5.4,0,Despejado
2019-04-06 06:00:00,5.0,91.0,1021.6,-,0.0,0,Despejado
2019-04-06 07:00:00,4.8,90.0,1021.1,E,5.4,0,Despejado
2019-04-06 08:00:00,4.0,93.0,1021.2,S,3.6,0,Despejado
2019-04-06 09:00:00,3.7,93.0,1021.5,N,5.4,0,Despejado
2019-04-06 10:00:00,3.5,93.0,1021.6,N,9.4,0,Despejado
2019-04-06 11:00:00,8.8,80.0,1021.6,W,11.2,0,Despejado
2019-04-06 12:00:00,10.2,79.0,1021.9,W,9.4,0,Despejado
2019-04-06 13:00:00,13.4,73.0,1021.4,NW,22.3,0,Despejado
2019-04-06 14:00:00,15.6,60.0,1021.3,W,24.1,0,Despejado
2019-04-06 15:00:00,17.8,53.0,1020.7,W,20.5,0,Despejado
2019-04-06 16:00:00,19.2,48.0,1020.0,NW,20.5,0,Despejado
2019-04-06 17:00:00,20.6,44.0,1019.1,NW,22.3,0,Despejado
2019-04-06 18:00:00,21.0,40.0,1018.5,NW,20.5,0,Despejado
2019-04-06 19:00:00,21.8,41.0,1018.2,W,16.6,0,Despejado
2019-04-06 20:00:00,21.8,38.0,1017.6,NW,18.4,0,Despejado
2019-04-06 21:00:00,20.6,44.0,1017.5,NW,13.0,1,Algunas nubes
2019-04-06 22:00:00,15.8,69.0,1017.9,N,11.2,1,Algunas nubes
2019-04-06 23:00:00,14.2,77.0,1018.1,NW,3.6,1,Algunas nubes
2019-04-07 00:00:00,9.8,85.0,1018.5,E,3.6,0,Despejado
2019-04-07 01:00:00,8.1,89.0,1018.6,-,0.0,0,Despejado
2019-04-07 02:00:00,7.0,91.0,1018.6,-,0.0,0,Despejado
2019-04-07 03:00:00,7.6,88.0,1018.7,-,0.0,1,Algunas nubes
2019-04-07 04:00:00,6.3,93.0,1018.6,S,3.6,0,Despejado
2019-04-07 05:00:00,6.1,90.0,1018.8,S,3.6,0,Despejado
2019-04-07 06:00:00,5.4,96.0,1018.6,S,3.6,0,Despejado
2019-04-07 07:00:00,6.5,92.0,1018.4,S,3.6,1,Algunas nubes
2019-04-07 08:00:00,5.2,91.0,1018.6,-,0.0,0,Despejado
2019-04-07 09:00:00,5.6,96.0,1018.9,S,5.4,0,Despejado
2019-04-07 10:00:00,5.4,91.0,1019.1,-,0.0,0,Despejado
2019-04-07 11:00:00,6.1,92.0,1019.1,-,0.0,0,Despejado
2019-04-07 12:00:00,12.2,76.0,1019.4,NW,3.6,0,Despejado
2019-04-07 13:00:00,15.4,58.0,1019.2,NW,3.6,0,Despejado
2019-04-07 14:00:00,18.9,56.0,1018.9,NW,11.2,0,Despejado
2019-04-07 15:00:00,22.6,44.0,1018.3,NW,13.0,0,Despejado
2019-04-07 16:00:00,25.0,33.0,1017.9,W,18.4,0,Despejado
2019-04-07 17:00:00,26.0,33.0,1017.3,W,16.6,0,Despejado
2019-04-07 18:00:00,26.3,33.0,1016.6,W,22.3,0,Despejado
2019-04-07 19:00:00,26.6,37.0,1016.3,NW,20.5,0,Despejado
2019-04-07 20:00:00,26.2,35.0,1016.3,NW,16.6,0,Despejado
2019-04-07 21:00:00,25.0,38.0,1016.4,NW,14.8,0,Despejado
2019-04-07 22:00:00,19.6,67.0,1016.8,NW,5.4,0,Despejado
2019-04-07 23:00:00,19.2,66.0,1017.1,NW,7.6,0,Despejado
2019-04-08 00:00:00,13.0,85.0,1017.4,S,7.6,0,Despejado
2019-04-08 01:00:00,12.9,87.0,1017.7,S,5.4,0,Despejado
2019-04-08 02:00:00,12.4,87.0,1017.6,W,5.4,0,Despejado
2019-04-08 03:00:00,12.2,85.0,1017.6,-,0.0,0,Despejado
2019-04-08 04:00:00,11.8,85.0,1017.6,SW,7.6,0,Despejado
2019-04-08 05:00:00,12.4,89.0,1017.6,S,5.4,0,Despejado
2019-04-08 06:00:00,11.9,80.0,1017.9,S,7.6,0,Despejado
2019-04-08 07:00:00,12.0,79.0,1017.5,S,7.6,0,Despejado
2019-04-08 08:00:00,10.2,84.0,1017.7,S,5.4,0,Despejado
2019-04-08 09:00:00,9.9,88.0,1018.1,S,7.6,0,Despejado
2019-04-08 10:00:00,9.3,89.0,1018.7,S,9.4,0,Despejado
2019-04-08 11:00:00,10.8,82.0,1019.0,SW,5.4,0,Despejado
2019-04-08 12:00:00,16.2,79.0,1019.6,-,0.0,0,Despejado
2019-04-08 13:00:00,20.6,52.0,1019.9,-,0.0,0,Despejado
2019-04-08 14:00:00,22.6,43.0,1019.7,-,0.0,0,Despejado
2019-04-08 15:00:00,24.4,40.0,1019.5,-,0.0,0,Despejado
2019-04-08 16:00:00,25.2,39.0,1019.2,-,0.0,0,Despejado
2019-04-08 17:00:00,26.2,34.0,1018.3,N,13.0,0,Despejado
2019-04-08 18:00:00,26.2,33.0,1017.9,N,16.6,0,Despejado
2019-04-08 19:00:00,26.0,34.0,1017.8,N,20.5,0,Despejado
2019-04-08 20:00:00,25.6,37.0,1017.5,N,20.5,0,Despejado
2019-04-08 21:00:00,23.4,51.0,1017.7,N,13.0,0,Despejado
2019-04-08 22:00:00,19.4,65.0,1018.0,N,11.2,0,Despejado
2019-04-08 23:00:00,17.6,72.0,1018.2,-,0.0,0,Despejado
2019-04-09 00:00:00,15.6,81.0,1018.2,-,0.0,0,Despejado
2019-04-09 01:00:00,14.7,84.0,1018.1,NE,5.4,0,Despejado
2019-04-09 02:00:00,13.6,87.0,1018.1,NE,5.4,0,Despejado
2019-04-09 03:00:00,13.3,87.0,1018.1,N,3.6,0,Despejado
2019-04-09 04:00:00,13.0,88.0,1018.0,N,7.6,0,Despejado
2019-04-09 05:00:00,13.6,74.0,1018.1,N,3.6,0,Despejado
2019-04-09 06:00:00,10.9,91.0,1017.8,-,0.0,0,Despejado
2019-04-09 07:00:00,9.9,92.0,1017.6,NE,7.6,0,Despejado
2019-04-09 08:00:00,9.4,94.0,1017.4,NE,3.6,0,Despejado
2019-04-09 09:00:00,9.5,97.0,1017.8,-,0.0,0,"Despejado, bancos de niebla"
2019-04-09 10:00:00,8.8,94.0,1018.2,N,3.6,1,"Algunas nubes, neblina"
2019-04-09 11:00:00,7.0,92.0,1018.3,-,0.0,2,"Algunas nubes, neblina"
2019-04-09 12:00:00,13.6,84.0,1018.3,N,9.4,2,Algunas nubes
2019-04-09 13:00:00,17.2,74.0,1018.2,N,16.6,3,"Nubes dispersas, neblina"
2019-04-09 14:00:00,20.8,60.0,1017.7,N,18.4,3,Nubes dispersas
2019-04-09 15:00:00,22.6,53.0,1017.4,N,25.9,3,Nubes dispersas
2019-04-09 16:00:00,23.8,48.0,1017.1,N,27.7,3,Nubes dispersas
2019-04-09 17:00:00,24.8,48.0,1016.1,N,24.1,3,Nubes dispersas
2019-04-09 18:00:00,25.2,46.0,1015.4,N,24.1,2,Algunas nubes
2019-04-09 19:00:00,25.2,45.0,1014.8,N,25.9,2,Algunas nubes
2019-04-09 20:00:00,25.0,46.0,1014.5,N,22.3,2,Algunas nubes
2019-04-09 21:00:00,23.6,52.0,1014.4,N,16.6,2,Algunas nubes
2019-04-09 22:00:00,20.0,71.0,1014.6,N,9.4,2,Algunas nubes
2019-04-09 23:00:00,17.6,79.0,1014.9,E,9.4,2,Algunas nubes
2019-04-10 00:00:00,16.6,83.0,1014.7,NE,3.6,2,Algunas nubes
2019-04-10 01:00:00,15.0,86.0,1014.6,E,3.6,0,Despejado
2019-04-10 02:00:00,15.0,82.0,1014.5,NE,7.6,0,Despejado
2019-04-10 03:00:00,13.2,93.0,1014.6,E,1.8,0,Despejado
2019-04-10 04:00:00,12.4,95.0,1014.8,E,3.6,0,Despejado
2019-04-10 05:00:00,11.4,92.0,1015.2,S,7.6,0,Despejado
2019-04-10 06:00:00,11.0,94.0,1015.4,S,5.6,0,Despejado
2019-04-10 07:00:00,10.7,94.0,1015.1,S,3.6,2,Algunas nubes
2019-04-10 08:00:00,10.8,93.0,1015.0,SE,5.4,2,Algunas nubes
2019-04-10 09:00:00,11.0,94.0,1015.0,SE,3.6,2,Algunas nubes
2019-04-10 10:00:00,10.8,94.0,1015.2,SE,5.4,4,Nubes dispersas
2019-04-10 11:00:00,11.0,94.0,1015.5,SE,3.6,4,Nubes dispersas
2019-04-10 12:00:00,13.5,94.0,1016.0,-,0.0,4,Nubes dispersas
2019-04-10 13:00:00,17.8,84.0,1015.8,NE,7.6,5,Nuboso
2019-04-10 14:00:00,20.4,73.0,1015.6,-,0.0,5,Nuboso
2019-04-10 15:00:00,23.2,63.0,1015.2,-,0.0,5,Nuboso
2019-04-10 16:00:00,24.6,52.0,1014.6,N,5.4,5,Nuboso
2019-04-10 17:00:00,25.8,43.0,1014.0,-,0.0,6,Nuboso
2019-04-10 18:00:00,25.8,43.0,1013.0,E,9.4,4,Nubes dispersas
2019-04-10 19:00:00,26.0,44.0,1012.5,E,11.2,5,Nuboso
2019-04-10 20:00:00,22.7,63.0,1012.4,SE,9.3,6,Nuboso
2019-04-10 21:00:00,16.1,98.0,1014.8,S,27.7,8,"Cubierto, tormenta"
2019-04-10 22:00:00,15.0,91.0,1016.3,S,29.5,8,"Cubierto, tormenta"
2019-04-10 23:00:00,14.2,93.0,1016.7,S,31.3,8,"Cubierto, tormenta"
2019-04-11 00:00:00,13.8,94.0,1017.1,S,22.3,8,"Cubierto, lluvia, tormenta previa"
2019-04-11 01:00:00,13.6,93.0,1017.2,S,27.7,8,"Cubierto, lluvia"
2019-04-11 02:00:00,13.4,93.0,1017.5,S,27.7,8,"Cubierto, lluvia continua"
2019-04-11 03:00:00,13.2,93.0,1017.7,S,24.1,8,"Cubierto, lluvia continua"
2019-04-11 04:00:00,13.0,93.0,1017.8,S,24.1,8,"Cubierto, lluvia"
2019-04-11 05:00:00,12.4,95.0,1017.9,S,24.1,6,Nuboso
2019-04-11 06:00:00,11.6,97.0,1017.9,S,24.1,6,Nuboso
2019-04-11 07:00:00,11.4,94.0,1017.6,S,22.3,6,Nuboso
2019-04-11 08:00:00,11.0,94.0,1017.5,S,22.3,6,Nuboso
2019-04-11 09:00:00,10.6,82.0,1018.0,S,18.4,2,Algunas nubes
2019-04-11 10:00:00,9.0,86.0,1018.4,S,11.2,1,Algunas nubes
2019-04-11 11:00:00,9.6,84.0,1018.6,S,11.2,1,Algunas nubes
2019-04-11 12:00:00,12.1,78.0,1019.0,S,14.8,2,Algunas nubes
2019-04-11 13:00:00,13.8,76.0,1019.3,S,25.9,3,Nubes dispersas
2019-04-11 14:00:00,14.7,70.0,1019.4,S,24.1,4,Nubes dispersas
2019-04-11 15:00:00,15.9,56.0,1019.4,S,24.1,3,Nubes dispersas
2019-04-11 16:00:00,16.2,58.0,1019.4,S,22.3,3,Nubes dispersas
2019-04-11 17:00:00,16.8,51.0,1019.1,S,24.1,3,Nubes dispersas
2019-04-11 18:00:00,17.1,50.0,1019.0,S,20.5,3,Nubes dispersas
2019-04-11 19:00:00,18.0,49.0,1018.8,S,18.4,3,Nubes dispersas
2019-04-11 20:00:00,17.2,50.0,1018.8,S,14.8,2,Algunas nubes
2019-04-11 21:00:00,15.8,58.0,1018.8,S,11.2,1,Algunas nubes
2019-04-11 22:00:00,12.6,71.0,1018.9,S,9.4,0,Despejado
2019-04-11 23:00:00,8.6,89.0,1019.5,S,9.4,0,Despejado
2019-04-12 00:00:00,8.6,89.0,1019.7,S,5.4,0,Despejado
2019-04-12 01:00:00,7.8,88.0,1019.8,S,3.6,0,Despejado
2019-04-12 02:00:00,7.1,88.0,1020.0,S,5.4,0,Despejado
2019-04-12 03:00:00,5.2,91.0,1019.8,S,5.4,0,Despejado
2019-04-12 04:00:00,4.4,96.0,1019.6,S,3.6,0,Despejado
2019-04-12 05:00:00,4.7,95.0,1019.5,S,5.4,1,Algunas nubes
2019-04-12 06:00:00,4.2,96.0,1019.3,S,3.6,0,Despejado
2019-04-12 07:00:00,4.1,95.0,1018.7,S,5.4,0,"Despejado, neblina"
2019-04-12 08:00:00,3.4,96.0,1018.6,S,5.4,0,"Despejado, neblina"
2019-04-12 09:00:00,3.7,96.0,1018.5,S,5.4,0,"Despejado, neblina"
2019-04-12 10:00:00,3.8,98.0,1018.8,S,5.4,0,Despejado
2019-04-12 11:00:00,3.8,96.0,1019.0,S,5.4,0,Despejado
2019-04-12 12:00:00,9.0,97.0,1019.1,N,3.6,0,Despejado
2019-04-12 13:00:00,11.9,74.0,1019.0,N,11.2,0,Despejado
2019-04-12 14:00:00,13.9,71.0,1018.2,N,13.0,0,Despejado
2019-04-12 15:00:00,16.1,64.0,1017.2,N,14.8,0,Despejado
2019-04-12 16:00:00,17.8,56.0,1016.3,N,14.8,0,Despejado
2019-04-12 17:00:00,18.6,50.0,1015.1,N,16.6,0,Despejado
2019-04-12 18:00:00,19.3,48.0,1014.0,N,20.5,0,Despejado
2019-04-12 19:00:00,19.3,47.0,1013.4,N,20.5,0,Despejado
2019-04-12 20:00:00,19.2,50.0,1013.0,N,20.5,0,Despejado
2019-04-12 21:00:00,17.4,57.0,1012.5,N,20.5,0,Despejado
2019-04-12 22:00:00,12.9,78.0,1012.1,N,13.0,0,Despejado
2019-04-12 23:00:00,11.0,82.0,1012.3,N,11.2,0,Despejado
2019-04-13 00:00:00,10.3,83.0,1012.3,N,13.0,0,Despejado
2019-04-13 01:00:00,9.8,79.0,1012.5,N,5.4,0,Despejado
2019-04-13 02:00:00,9.4,78.0,1012.3,N,7.6,0,Despejado
2019-04-13 03:00:00,8.7,80.0,1011.8,N,11.2,0,Despejado
2019-04-13 04:00:00,8.6,84.0,1011.5,N,9.4,0,Despejado
2019-04-13 05:00:00,8.8,91.0,1011.3,N,5.4,0,Despejado
2019-04-13 06:00:00,9.2,89.0,1011.1,N,9.4,0,Despejado
2019-04-13 07:00:00,8.9,90.0,1010.7,N,5.4,0,Despejado
2019-04-13 08:00:00,7.6,95.0,1010.4,NE,5.4,0,Despejado
2019-04-13 09:00:00,7.4,97.0,1010.7,NE,3.6,0,"Despejado, neblina"
2019-04-13 10:00:00,7.2,97.0,1011.1,NE,5.4,3,"Nubes dispersas, neblina"
2019-04-13 11:00:00,6.8,97.0,1011.0,NE,3.6,5,"Nuboso, niebla"
2019-04-13 12:00:00,10.6,92.0,1012.0,NW,5.4,5,"Nuboso, niebla o niebla helada"
2019-04-13 13:00:00,14.6,70.0,1011.6,NW,16.6,5,Nuboso
2019-04-13 14:00:00,17.8,63.0,1011.6,W,18.4,5,Nuboso
2019-04-13 15:00:00,19.8,59.0,1011.1,W,24.1,5,Nuboso
2019-04-13 16:00:00,21.0,57.0,1010.6,W,16.6,5,Nuboso
2019-04-13 17:00:00,21.4,56.0,1010.1,N,14.8,5,Nuboso
2019-04-13 18:00:00,22.0,57.0,1009.6,NW,13.0,5,Nuboso
2019-04-13 19:00:00,22.8,54.0,1009.7,NW,20.5,6,Nuboso
2019-04-13 20:00:00,22.2,62.0,1009.3,N,13.0,7,Nuboso
2019-04-13 21:00:00,21.0,69.0,1008.9,N,14.8,7,Nuboso
2019-04-13 22:00:00,19.2,79.0,1009.4,N,7.6,7,Nuboso
2019-04-13 23:00:00,17.5,82.0,1009.7,N,5.4,6,Nuboso
2019-04-14 00:00:00,17.0,83.0,1009.8,N,5.4,6,Nuboso
2019-04-14 01:00:00,15.8,84.0,1010.1,N,5.4,7,Nuboso
2019-04-14 02:00:00,14.3,85.0,1010.8,-,0.0,8,Cubierto
2019-04-14 03:00:00,14.4,88.0,1010.9,N,5.4,8,Cubierto
2019-04-14 04:00:00,16.0,76.0,1010.6,N,13.0,6,Nuboso
2019-04-14 05:00:00,15.6,76.0,1010.8,-,0.0,6,Nuboso
2019-04-14 06:00:00,13.7,88.0,1010.9,E,5.6,7,Nuboso
2019-04-14 07:00:00,13.1,90.0,1010.2,-,0.0,5,Nuboso
2019-04-14 08:00:00,12.6,91.0,1009.5,N,5.4,3,Nubes dispersas
2019-04-14 09:00:00,12.9,89.0,1010.1,-,0.0,1,Algunas nubes
2019-04-14 10:00:00,13.9,88.0,1012.1,SW,18.4,6,"Nuboso, tormenta"
2019-04-14 11:00:00,13.7,88.0,1011.9,S,14.8,8,"Cubierto, tormenta"
2019-04-14 12:00:00,14.6,93.0,1013.5,W,7.6,6,"Nuboso, tormenta"
2019-04-14 13:00:00,15.6,91.0,1014.1,E,11.2,6,Nuboso
2019-04-14 14:00:00,16.6,85.0,1014.4,E,11.2,6,Nuboso
2019-04-14 15:00:00,17.8,78.0,1014.5,E,11.2,6,Nuboso
2019-04-14 16:00:00,18.6,71.0,1014.4,W,5.4,4,Nubes dispersas
2019-04-14 17:00:00,20.0,62.0,1013.9,-,0.0,2,Algunas nubes
2019-04-14 18:00:00,20.6,56.0,1013.9,-,0.0,2,Algunas nubes
2019-04-14 19:00:00,21.0,40.0,1014.1,SW,0.0,1,Algunas nubes
2019-04-14 20:00:00,20.4,44.0,1014.6,-,0.0,1,Algunas nubes
2019-04-14 21:00:00,17.6,56.0,1015.3,-,0.0,1,Algunas nubes
2019-04-14 22:00:00,13.4,68.0,1016.7,-,0.0,1,Algunas nubes
2019-04-14 23:00:00,10.0,86.0,1017.8,-,0.0,1,Algunas nubes
2019-04-15 00:00:00,10.0,86.0,1018.2,-,0.0,1,Algunas nubes
2019-04-15 01:00:00,12.0,84.0,1019.3,S,11.2,2,Algunas nubes
